symptom_id,symptom_name,medical_term,category,body_system,severity_weight,urgency_level,common_aliases,description
SYM_01405,Acute Hesitancy (Glomeruli),Acute Hesitancy of Glomeruli,Renal & Urological,Renal,8,Critical,"acute hesitancy (glomeruli); hesitancy; acute hesitancy",Clinical symptom presentation manifesting as acute hesitancy localized in the glomeruli.
SYM_01406,Acute Incontinence (Glomeruli),Acute Incontinence of Glomeruli,Renal & Urological,Renal,6,High,"acute incontinence (glomeruli); incontinence; acute incontinence",Clinical symptom presentation manifesting as acute incontinence localized in the glomeruli.
SYM_01407,Acute Bladder Spasms (Glomeruli),Acute Bladder Spasms of Glomeruli,Renal & Urological,Renal,4,Moderate,"acute bladder spasms (glomeruli); bladder spasms; acute bladder spasms",Clinical symptom presentation manifesting as acute bladder spasms localized in the glomeruli.
SYM_01408,Acute Pelvic Heaviness (Glomeruli),Acute Pelvic Heaviness of Glomeruli,Renal & Urological,Renal,2,Low,"acute pelvic heaviness (glomeruli); pelvic heaviness; acute pelvic heaviness",Clinical symptom presentation manifesting as acute pelvic heaviness localized in the glomeruli.
SYM_01409,Acute Dysuria (Ureters),Acute Dysuria of Ureters,Renal & Urological,Renal,9,Critical,"acute dysuria (ureters); dysuria; acute dysuria",Clinical symptom presentation manifesting as acute dysuria localized in the ureters.
SYM_01410,Acute Hematuria (Ureters),Acute Hematuria of Ureters,Renal & Urological,Renal,7,High,"acute hematuria (ureters); hematuria; acute hematuria",Clinical symptom presentation manifesting as acute hematuria localized in the ureters.
SYM_01411,Acute Urinary Frequency (Ureters),Acute Urinary Frequency of Ureters,Renal & Urological,Renal,5,Moderate,"acute urinary frequency (ureters); urinary frequency; acute urinary frequency",Clinical symptom presentation manifesting as acute urinary frequency localized in the ureters.
SYM_01412,Acute Nocturia (Ureters),Acute Nocturia of Ureters,Renal & Urological,Renal,3,Low,"acute nocturia (ureters); nocturia; acute nocturia",Clinical symptom presentation manifesting as acute nocturia localized in the ureters.
SYM_01413,Acute Urgency (Ureters),Acute Urgency of Ureters,Renal & Urological,Renal,1,Low,"acute urgency (ureters); urgency; acute urgency",Clinical symptom presentation manifesting as acute urgency localized in the ureters.
SYM_01414,Acute Flank Pain (Ureters),Acute Flank Pain of Ureters,Renal & Urological,Renal,8,Critical,"acute flank pain (ureters); flank pain; acute flank pain",Clinical symptom presentation manifesting as acute flank pain localized in the ureters.
SYM_01415,Acute Foamy Urine (Ureters),Acute Foamy Urine of Ureters,Renal & Urological,Renal,6,High,"acute foamy urine (ureters); foamy urine; acute foamy urine",Clinical symptom presentation manifesting as acute foamy urine localized in the ureters.
SYM_01416,Acute Hesitancy (Ureters),Acute Hesitancy of Ureters,Renal & Urological,Renal,4,Moderate,"acute hesitancy (ureters); hesitancy; acute hesitancy",Clinical symptom presentation manifesting as acute hesitancy localized in the ureters.
SYM_01417,Acute Incontinence (Ureters),Acute Incontinence of Ureters,Renal & Urological,Renal,2,Low,"acute incontinence (ureters); incontinence; acute incontinence",Clinical symptom presentation manifesting as acute incontinence localized in the ureters.
SYM_01418,Acute Bladder Spasms (Ureters),Acute Bladder Spasms of Ureters,Renal & Urological,Renal,9,Critical,"acute bladder spasms (ureters); bladder spasms; acute bladder spasms",Clinical symptom presentation manifesting as acute bladder spasms localized in the ureters.
SYM_01419,Acute Pelvic Heaviness (Ureters),Acute Pelvic Heaviness of Ureters,Renal & Urological,Renal,7,High,"acute pelvic heaviness (ureters); pelvic heaviness; acute pelvic heaviness",Clinical symptom presentation manifesting as acute pelvic heaviness localized in the ureters.
SYM_01420,Acute Dysuria (Bladder Trigone),Acute Dysuria of Bladder Trigone,Renal & Urological,Renal,5,Moderate,"acute dysuria (bladder trigone); dysuria; acute dysuria",Clinical symptom presentation manifesting as acute dysuria localized in the bladder trigone.
SYM_01421,Acute Hematuria (Bladder Trigone),Acute Hematuria of Bladder Trigone,Renal & Urological,Renal,3,Low,"acute hematuria (bladder trigone); hematuria; acute hematuria",Clinical symptom presentation manifesting as acute hematuria localized in the bladder trigone.
SYM_01422,Acute Urinary Frequency (Bladder Trigone),Acute Urinary Frequency of Bladder Trigone,Renal & Urological,Renal,1,Low,"acute urinary frequency (bladder trigone); urinary frequency; acute urinary frequency",Clinical symptom presentation manifesting as acute urinary frequency localized in the bladder trigone.
SYM_01423,Acute Nocturia (Bladder Trigone),Acute Nocturia of Bladder Trigone,Renal & Urological,Renal,8,Critical,"acute nocturia (bladder trigone); nocturia; acute nocturia",Clinical symptom presentation manifesting as acute nocturia localized in the bladder trigone.
SYM_01424,Acute Urgency (Bladder Trigone),Acute Urgency of Bladder Trigone,Renal & Urological,Renal,6,High,"acute urgency (bladder trigone); urgency; acute urgency",Clinical symptom presentation manifesting as acute urgency localized in the bladder trigone.
SYM_01425,Acute Flank Pain (Bladder Trigone),Acute Flank Pain of Bladder Trigone,Renal & Urological,Renal,4,Moderate,"acute flank pain (bladder trigone); flank pain; acute flank pain",Clinical symptom presentation manifesting as acute flank pain localized in the bladder trigone.
SYM_01426,Acute Foamy Urine (Bladder Trigone),Acute Foamy Urine of Bladder Trigone,Renal & Urological,Renal,2,Low,"acute foamy urine (bladder trigone); foamy urine; acute foamy urine",Clinical symptom presentation manifesting as acute foamy urine localized in the bladder trigone.
SYM_01427,Acute Hesitancy (Bladder Trigone),Acute Hesitancy of Bladder Trigone,Renal & Urological,Renal,9,Critical,"acute hesitancy (bladder trigone); hesitancy; acute hesitancy",Clinical symptom presentation manifesting as acute hesitancy localized in the bladder trigone.
SYM_01428,Acute Incontinence (Bladder Trigone),Acute Incontinence of Bladder Trigone,Renal & Urological,Renal,7,High,"acute incontinence (bladder trigone); incontinence; acute incontinence",Clinical symptom presentation manifesting as acute incontinence localized in the bladder trigone.
SYM_01429,Acute Bladder Spasms (Bladder Trigone),Acute Bladder Spasms of Bladder Trigone,Renal & Urological,Renal,5,Moderate,"acute bladder spasms (bladder trigone); bladder spasms; acute bladder spasms",Clinical symptom presentation manifesting as acute bladder spasms localized in the bladder trigone.
SYM_01430,Acute Pelvic Heaviness (Bladder Trigone),Acute Pelvic Heaviness of Bladder Trigone,Renal & Urological,Renal,3,Low,"acute pelvic heaviness (bladder trigone); pelvic heaviness; acute pelvic heaviness",Clinical symptom presentation manifesting as acute pelvic heaviness localized in the bladder trigone.
SYM_01431,Sudden-Onset Infection Vulnerability (Bone Marrow),Sudden-Onset Infection Vulnerability of Bone Marrow,Hematological & Lymphatic,Hematological,1,Low,"sudden-onset infection vulnerability (bone marrow); infection vulnerability; sudden-onset infection vulnerability",Clinical symptom presentation manifesting as sudden-onset infection vulnerability localized in the bone marrow.
SYM_01432,Sudden-Onset Hyperviscosity Feeling (Bone Marrow),Sudden-Onset Hyperviscosity Feeling of Bone Marrow,Hematological & Lymphatic,Hematological,8,Critical,"sudden-onset hyperviscosity feeling (bone marrow); hyperviscosity feeling; sudden-onset hyperviscosity feeling",Clinical symptom presentation manifesting as sudden-onset hyperviscosity feeling localized in the bone marrow.
SYM_01433,Sudden-Onset Lymphadenopathy (Venous Sinuses),Sudden-Onset Lymphadenopathy of Venous Sinuses,Hematological & Lymphatic,Hematological,6,High,"sudden-onset lymphadenopathy (venous sinuses); lymphadenopathy; sudden-onset lymphadenopathy",Clinical symptom presentation manifesting as sudden-onset lymphadenopathy localized in the venous sinuses.
SYM_01434,Sudden-Onset Splenic Fullness (Venous Sinuses),Sudden-Onset Splenic Fullness of Venous Sinuses,Hematological & Lymphatic,Hematological,4,Moderate,"sudden-onset splenic fullness (venous sinuses); splenic fullness; sudden-onset splenic fullness",Clinical symptom presentation manifesting as sudden-onset splenic fullness localized in the venous sinuses.
SYM_01435,Sudden-Onset Easy Bleeding (Venous Sinuses),Sudden-Onset Easy Bleeding of Venous Sinuses,Hematological & Lymphatic,Hematological,2,Low,"sudden-onset easy bleeding (venous sinuses); easy bleeding; sudden-onset easy bleeding",Clinical symptom presentation manifesting as sudden-onset easy bleeding localized in the venous sinuses.
SYM_01436,Sudden-Onset Petechiae (Venous Sinuses),Sudden-Onset Petechiae of Venous Sinuses,Hematological & Lymphatic,Hematological,9,Critical,"sudden-onset petechiae (venous sinuses); petechiae; sudden-onset petechiae",Clinical symptom presentation manifesting as sudden-onset petechiae localized in the venous sinuses.
SYM_01437,Sudden-Onset Ecchymosis (Venous Sinuses),Sudden-Onset Ecchymosis of Venous Sinuses,Hematological & Lymphatic,Hematological,7,High,"sudden-onset ecchymosis (venous sinuses); ecchymosis; sudden-onset ecchymosis",Clinical symptom presentation manifesting as sudden-onset ecchymosis localized in the venous sinuses.
SYM_01438,Sudden-Onset Pallor (Venous Sinuses),Sudden-Onset Pallor of Venous Sinuses,Hematological & Lymphatic,Hematological,5,Moderate,"sudden-onset pallor (venous sinuses); pallor; sudden-onset pallor",Clinical symptom presentation manifesting as sudden-onset pallor localized in the venous sinuses.
SYM_01439,Sudden-Onset Infection Vulnerability (Venous Sinuses),Sudden-Onset Infection Vulnerability of Venous Sinuses,Hematological & Lymphatic,Hematological,3,Low,"sudden-onset infection vulnerability (venous sinuses); infection vulnerability; sudden-onset infection vulnerability",Clinical symptom presentation manifesting as sudden-onset infection vulnerability localized in the venous sinuses.
SYM_01440,Sudden-Onset Hyperviscosity Feeling (Venous Sinuses),Sudden-Onset Hyperviscosity Feeling of Venous Sinuses,Hematological & Lymphatic,Hematological,1,Low,"sudden-onset hyperviscosity feeling (venous sinuses); hyperviscosity feeling; sudden-onset hyperviscosity feeling",Clinical symptom presentation manifesting as sudden-onset hyperviscosity feeling localized in the venous sinuses.
SYM_01441,Progressive Lymphadenopathy (Cervical Lymph Nodes),Progressive Lymphadenopathy of Cervical Lymph Nodes,Hematological & Lymphatic,Hematological,8,Critical,"progressive lymphadenopathy (cervical lymph nodes); lymphadenopathy; progressive lymphadenopathy",Clinical symptom presentation manifesting as progressive lymphadenopathy localized in the cervical lymph nodes.
SYM_01442,Progressive Splenic Fullness (Cervical Lymph Nodes),Progressive Splenic Fullness of Cervical Lymph Nodes,Hematological & Lymphatic,Hematological,6,High,"progressive splenic fullness (cervical lymph nodes); splenic fullness; progressive splenic fullness",Clinical symptom presentation manifesting as progressive splenic fullness localized in the cervical lymph nodes.
SYM_01443,Progressive Easy Bleeding (Cervical Lymph Nodes),Progressive Easy Bleeding of Cervical Lymph Nodes,Hematological & Lymphatic,Hematological,4,Moderate,"progressive easy bleeding (cervical lymph nodes); easy bleeding; progressive easy bleeding",Clinical symptom presentation manifesting as progressive easy bleeding localized in the cervical lymph nodes.
SYM_01444,Progressive Petechiae (Cervical Lymph Nodes),Progressive Petechiae of Cervical Lymph Nodes,Hematological & Lymphatic,Hematological,2,Low,"progressive petechiae (cervical lymph nodes); petechiae; progressive petechiae",Clinical symptom presentation manifesting as progressive petechiae localized in the cervical lymph nodes.
SYM_01445,Progressive Ecchymosis (Cervical Lymph Nodes),Progressive Ecchymosis of Cervical Lymph Nodes,Hematological & Lymphatic,Hematological,9,Critical,"progressive ecchymosis (cervical lymph nodes); ecchymosis; progressive ecchymosis",Clinical symptom presentation manifesting as progressive ecchymosis localized in the cervical lymph nodes.
SYM_01446,Progressive Pallor (Cervical Lymph Nodes),Progressive Pallor of Cervical Lymph Nodes,Hematological & Lymphatic,Hematological,7,High,"progressive pallor (cervical lymph nodes); pallor; progressive pallor",Clinical symptom presentation manifesting as progressive pallor localized in the cervical lymph nodes.
SYM_01447,Progressive Infection Vulnerability (Cervical Lymph Nodes),Progressive Infection Vulnerability of Cervical Lymph Nodes,Hematological & Lymphatic,Hematological,5,Moderate,"progressive infection vulnerability (cervical lymph nodes); infection vulnerability; progressive infection vulnerability",Clinical symptom presentation manifesting as progressive infection vulnerability localized in the cervical lymph nodes.
SYM_01448,Progressive Hyperviscosity Feeling (Cervical Lymph Nodes),Progressive Hyperviscosity Feeling of Cervical Lymph Nodes,Hematological & Lymphatic,Hematological,3,Low,"progressive hyperviscosity feeling (cervical lymph nodes); hyperviscosity feeling; progressive hyperviscosity feeling",Clinical symptom presentation manifesting as progressive hyperviscosity feeling localized in the cervical lymph nodes.
SYM_01449,Progressive Lymphadenopathy (Axillary Nodes),Progressive Lymphadenopathy of Axillary Nodes,Hematological & Lymphatic,Hematological,1,Low,"progressive lymphadenopathy (axillary nodes); lymphadenopathy; progressive lymphadenopathy",Clinical symptom presentation manifesting as progressive lymphadenopathy localized in the axillary nodes.
SYM_01450,Progressive Splenic Fullness (Axillary Nodes),Progressive Splenic Fullness of Axillary Nodes,Hematological & Lymphatic,Hematological,8,Critical,"progressive splenic fullness (axillary nodes); splenic fullness; progressive splenic fullness",Clinical symptom presentation manifesting as progressive splenic fullness localized in the axillary nodes.
SYM_01451,Progressive Easy Bleeding (Axillary Nodes),Progressive Easy Bleeding of Axillary Nodes,Hematological & Lymphatic,Hematological,6,High,"progressive easy bleeding (axillary nodes); easy bleeding; progressive easy bleeding",Clinical symptom presentation manifesting as progressive easy bleeding localized in the axillary nodes.
SYM_01452,Progressive Petechiae (Axillary Nodes),Progressive Petechiae of Axillary Nodes,Hematological & Lymphatic,Hematological,4,Moderate,"progressive petechiae (axillary nodes); petechiae; progressive petechiae",Clinical symptom presentation manifesting as progressive petechiae localized in the axillary nodes.
SYM_01453,Progressive Ecchymosis (Axillary Nodes),Progressive Ecchymosis of Axillary Nodes,Hematological & Lymphatic,Hematological,2,Low,"progressive ecchymosis (axillary nodes); ecchymosis; progressive ecchymosis",Clinical symptom presentation manifesting as progressive ecchymosis localized in the axillary nodes.
SYM_01454,Progressive Pallor (Axillary Nodes),Progressive Pallor of Axillary Nodes,Hematological & Lymphatic,Hematological,9,Critical,"progressive pallor (axillary nodes); pallor; progressive pallor",Clinical symptom presentation manifesting as progressive pallor localized in the axillary nodes.
SYM_01455,Progressive Infection Vulnerability (Axillary Nodes),Progressive Infection Vulnerability of Axillary Nodes,Hematological & Lymphatic,Hematological,7,High,"progressive infection vulnerability (axillary nodes); infection vulnerability; progressive infection vulnerability",Clinical symptom presentation manifesting as progressive infection vulnerability localized in the axillary nodes.
SYM_01456,Progressive Hyperviscosity Feeling (Axillary Nodes),Progressive Hyperviscosity Feeling of Axillary Nodes,Hematological & Lymphatic,Hematological,5,Moderate,"progressive hyperviscosity feeling (axillary nodes); hyperviscosity feeling; progressive hyperviscosity feeling",Clinical symptom presentation manifesting as progressive hyperviscosity feeling localized in the axillary nodes.
SYM_01457,Progressive Lymphadenopathy (Spleen),Progressive Lymphadenopathy of Spleen,Hematological & Lymphatic,Hematological,3,Low,"progressive lymphadenopathy (spleen); lymphadenopathy; progressive lymphadenopathy",Clinical symptom presentation manifesting as progressive lymphadenopathy localized in the spleen.
SYM_01458,Progressive Splenic Fullness (Spleen),Progressive Splenic Fullness of Spleen,Hematological & Lymphatic,Hematological,1,Low,"progressive splenic fullness (spleen); splenic fullness; progressive splenic fullness",Clinical symptom presentation manifesting as progressive splenic fullness localized in the spleen.
SYM_01459,Progressive Easy Bleeding (Spleen),Progressive Easy Bleeding of Spleen,Hematological & Lymphatic,Hematological,8,Critical,"progressive easy bleeding (spleen); easy bleeding; progressive easy bleeding",Clinical symptom presentation manifesting as progressive easy bleeding localized in the spleen.
SYM_01460,Progressive Petechiae (Spleen),Progressive Petechiae of Spleen,Hematological & Lymphatic,Hematological,6,High,"progressive petechiae (spleen); petechiae; progressive petechiae",Clinical symptom presentation manifesting as progressive petechiae localized in the spleen.
SYM_01461,Progressive Ecchymosis (Spleen),Progressive Ecchymosis of Spleen,Hematological & Lymphatic,Hematological,4,Moderate,"progressive ecchymosis (spleen); ecchymosis; progressive ecchymosis",Clinical symptom presentation manifesting as progressive ecchymosis localized in the spleen.
SYM_01462,Progressive Pallor (Spleen),Progressive Pallor of Spleen,Hematological & Lymphatic,Hematological,2,Low,"progressive pallor (spleen); pallor; progressive pallor",Clinical symptom presentation manifesting as progressive pallor localized in the spleen.
SYM_01463,Progressive Infection Vulnerability (Spleen),Progressive Infection Vulnerability of Spleen,Hematological & Lymphatic,Hematological,9,Critical,"progressive infection vulnerability (spleen); infection vulnerability; progressive infection vulnerability",Clinical symptom presentation manifesting as progressive infection vulnerability localized in the spleen.
SYM_01464,Progressive Hyperviscosity Feeling (Spleen),Progressive Hyperviscosity Feeling of Spleen,Hematological & Lymphatic,Hematological,7,High,"progressive hyperviscosity feeling (spleen); hyperviscosity feeling; progressive hyperviscosity feeling",Clinical symptom presentation manifesting as progressive hyperviscosity feeling localized in the spleen.
SYM_01465,Progressive Lymphadenopathy (Bone Marrow),Progressive Lymphadenopathy of Bone Marrow,Hematological & Lymphatic,Hematological,5,Moderate,"progressive lymphadenopathy (bone marrow); lymphadenopathy; progressive lymphadenopathy",Clinical symptom presentation manifesting as progressive lymphadenopathy localized in the bone marrow.
SYM_01466,Progressive Splenic Fullness (Bone Marrow),Progressive Splenic Fullness of Bone Marrow,Hematological & Lymphatic,Hematological,3,Low,"progressive splenic fullness (bone marrow); splenic fullness; progressive splenic fullness",Clinical symptom presentation manifesting as progressive splenic fullness localized in the bone marrow.
SYM_01467,Progressive Easy Bleeding (Bone Marrow),Progressive Easy Bleeding of Bone Marrow,Hematological & Lymphatic,Hematological,1,Low,"progressive easy bleeding (bone marrow); easy bleeding; progressive easy bleeding",Clinical symptom presentation manifesting as progressive easy bleeding localized in the bone marrow.
SYM_01468,Progressive Petechiae (Bone Marrow),Progressive Petechiae of Bone Marrow,Hematological & Lymphatic,Hematological,8,Critical,"progressive petechiae (bone marrow); petechiae; progressive petechiae",Clinical symptom presentation manifesting as progressive petechiae localized in the bone marrow.
SYM_01469,Progressive Ecchymosis (Bone Marrow),Progressive Ecchymosis of Bone Marrow,Hematological & Lymphatic,Hematological,6,High,"progressive ecchymosis (bone marrow); ecchymosis; progressive ecchymosis",Clinical symptom presentation manifesting as progressive ecchymosis localized in the bone marrow.
SYM_01470,Progressive Pallor (Bone Marrow),Progressive Pallor of Bone Marrow,Hematological & Lymphatic,Hematological,4,Moderate,"progressive pallor (bone marrow); pallor; progressive pallor",Clinical symptom presentation manifesting as progressive pallor localized in the bone marrow.
SYM_01471,Progressive Infection Vulnerability (Bone Marrow),Progressive Infection Vulnerability of Bone Marrow,Hematological & Lymphatic,Hematological,2,Low,"progressive infection vulnerability (bone marrow); infection vulnerability; progressive infection vulnerability",Clinical symptom presentation manifesting as progressive infection vulnerability localized in the bone marrow.
SYM_01472,Progressive Hyperviscosity Feeling (Bone Marrow),Progressive Hyperviscosity Feeling of Bone Marrow,Hematological & Lymphatic,Hematological,9,Critical,"progressive hyperviscosity feeling (bone marrow); hyperviscosity feeling; progressive hyperviscosity feeling",Clinical symptom presentation manifesting as progressive hyperviscosity feeling localized in the bone marrow.
SYM_01473,Progressive Lymphadenopathy (Venous Sinuses),Progressive Lymphadenopathy of Venous Sinuses,Hematological & Lymphatic,Hematological,7,High,"progressive lymphadenopathy (venous sinuses); lymphadenopathy; progressive lymphadenopathy",Clinical symptom presentation manifesting as progressive lymphadenopathy localized in the venous sinuses.
SYM_01474,Progressive Splenic Fullness (Venous Sinuses),Progressive Splenic Fullness of Venous Sinuses,Hematological & Lymphatic,Hematological,5,Moderate,"progressive splenic fullness (venous sinuses); splenic fullness; progressive splenic fullness",Clinical symptom presentation manifesting as progressive splenic fullness localized in the venous sinuses.
SYM_01475,Progressive Easy Bleeding (Venous Sinuses),Progressive Easy Bleeding of Venous Sinuses,Hematological & Lymphatic,Hematological,3,Low,"progressive easy bleeding (venous sinuses); easy bleeding; progressive easy bleeding",Clinical symptom presentation manifesting as progressive easy bleeding localized in the venous sinuses.
SYM_01476,Progressive Petechiae (Venous Sinuses),Progressive Petechiae of Venous Sinuses,Hematological & Lymphatic,Hematological,1,Low,"progressive petechiae (venous sinuses); petechiae; progressive petechiae",Clinical symptom presentation manifesting as progressive petechiae localized in the venous sinuses.
SYM_01477,Progressive Ecchymosis (Venous Sinuses),Progressive Ecchymosis of Venous Sinuses,Hematological & Lymphatic,Hematological,8,Critical,"progressive ecchymosis (venous sinuses); ecchymosis; progressive ecchymosis",Clinical symptom presentation manifesting as progressive ecchymosis localized in the venous sinuses.
SYM_01478,Progressive Pallor (Venous Sinuses),Progressive Pallor of Venous Sinuses,Hematological & Lymphatic,Hematological,6,High,"progressive pallor (venous sinuses); pallor; progressive pallor",Clinical symptom presentation manifesting as progressive pallor localized in the venous sinuses.
SYM_01479,Progressive Infection Vulnerability (Venous Sinuses),Progressive Infection Vulnerability of Venous Sinuses,Hematological & Lymphatic,Hematological,4,Moderate,"progressive infection vulnerability (venous sinuses); infection vulnerability; progressive infection vulnerability",Clinical symptom presentation manifesting as progressive infection vulnerability localized in the venous sinuses.
SYM_01480,Progressive Hyperviscosity Feeling (Venous Sinuses),Progressive Hyperviscosity Feeling of Venous Sinuses,Hematological & Lymphatic,Hematological,2,Low,"progressive hyperviscosity feeling (venous sinuses); hyperviscosity feeling; progressive hyperviscosity feeling",Clinical symptom presentation manifesting as progressive hyperviscosity feeling localized in the venous sinuses.
SYM_01481,Spasmodic Lymphadenopathy (Cervical Lymph Nodes),Spasmodic Lymphadenopathy of Cervical Lymph Nodes,Hematological & Lymphatic,Hematological,9,Critical,"spasmodic lymphadenopathy (cervical lymph nodes); lymphadenopathy; spasmodic lymphadenopathy",Clinical symptom presentation manifesting as spasmodic lymphadenopathy localized in the cervical lymph nodes.
SYM_01482,Spasmodic Splenic Fullness (Cervical Lymph Nodes),Spasmodic Splenic Fullness of Cervical Lymph Nodes,Hematological & Lymphatic,Hematological,7,High,"spasmodic splenic fullness (cervical lymph nodes); splenic fullness; spasmodic splenic fullness",Clinical symptom presentation manifesting as spasmodic splenic fullness localized in the cervical lymph nodes.
SYM_01483,Spasmodic Easy Bleeding (Cervical Lymph Nodes),Spasmodic Easy Bleeding of Cervical Lymph Nodes,Hematological & Lymphatic,Hematological,5,Moderate,"spasmodic easy bleeding (cervical lymph nodes); easy bleeding; spasmodic easy bleeding",Clinical symptom presentation manifesting as spasmodic easy bleeding localized in the cervical lymph nodes.
SYM_01484,Spasmodic Petechiae (Cervical Lymph Nodes),Spasmodic Petechiae of Cervical Lymph Nodes,Hematological & Lymphatic,Hematological,3,Low,"spasmodic petechiae (cervical lymph nodes); petechiae; spasmodic petechiae",Clinical symptom presentation manifesting as spasmodic petechiae localized in the cervical lymph nodes.
SYM_01485,Spasmodic Ecchymosis (Cervical Lymph Nodes),Spasmodic Ecchymosis of Cervical Lymph Nodes,Hematological & Lymphatic,Hematological,1,Low,"spasmodic ecchymosis (cervical lymph nodes); ecchymosis; spasmodic ecchymosis",Clinical symptom presentation manifesting as spasmodic ecchymosis localized in the cervical lymph nodes.
SYM_01486,Spasmodic Pallor (Cervical Lymph Nodes),Spasmodic Pallor of Cervical Lymph Nodes,Hematological & Lymphatic,Hematological,8,Critical,"spasmodic pallor (cervical lymph nodes); pallor; spasmodic pallor",Clinical symptom presentation manifesting as spasmodic pallor localized in the cervical lymph nodes.
SYM_01487,Spasmodic Infection Vulnerability (Cervical Lymph Nodes),Spasmodic Infection Vulnerability of Cervical Lymph Nodes,Hematological & Lymphatic,Hematological,6,High,"spasmodic infection vulnerability (cervical lymph nodes); infection vulnerability; spasmodic infection vulnerability",Clinical symptom presentation manifesting as spasmodic infection vulnerability localized in the cervical lymph nodes.
SYM_01488,Spasmodic Hyperviscosity Feeling (Cervical Lymph Nodes),Spasmodic Hyperviscosity Feeling of Cervical Lymph Nodes,Hematological & Lymphatic,Hematological,4,Moderate,"spasmodic hyperviscosity feeling (cervical lymph nodes); hyperviscosity feeling; spasmodic hyperviscosity feeling",Clinical symptom presentation manifesting as spasmodic hyperviscosity feeling localized in the cervical lymph nodes.
SYM_01489,Spasmodic Lymphadenopathy (Axillary Nodes),Spasmodic Lymphadenopathy of Axillary Nodes,Hematological & Lymphatic,Hematological,2,Low,"spasmodic lymphadenopathy (axillary nodes); lymphadenopathy; spasmodic lymphadenopathy",Clinical symptom presentation manifesting as spasmodic lymphadenopathy localized in the axillary nodes.
SYM_01490,Spasmodic Splenic Fullness (Axillary Nodes),Spasmodic Splenic Fullness of Axillary Nodes,Hematological & Lymphatic,Hematological,9,Critical,"spasmodic splenic fullness (axillary nodes); splenic fullness; spasmodic splenic fullness",Clinical symptom presentation manifesting as spasmodic splenic fullness localized in the axillary nodes.
SYM_01491,Spasmodic Easy Bleeding (Axillary Nodes),Spasmodic Easy Bleeding of Axillary Nodes,Hematological & Lymphatic,Hematological,7,High,"spasmodic easy bleeding (axillary nodes); easy bleeding; spasmodic easy bleeding",Clinical symptom presentation manifesting as spasmodic easy bleeding localized in the axillary nodes.
SYM_01492,Spasmodic Petechiae (Axillary Nodes),Spasmodic Petechiae of Axillary Nodes,Hematological & Lymphatic,Hematological,5,Moderate,"spasmodic petechiae (axillary nodes); petechiae; spasmodic petechiae",Clinical symptom presentation manifesting as spasmodic petechiae localized in the axillary nodes.
SYM_01493,Spasmodic Ecchymosis (Axillary Nodes),Spasmodic Ecchymosis of Axillary Nodes,Hematological & Lymphatic,Hematological,3,Low,"spasmodic ecchymosis (axillary nodes); ecchymosis; spasmodic ecchymosis",Clinical symptom presentation manifesting as spasmodic ecchymosis localized in the axillary nodes.
SYM_01494,Spasmodic Pallor (Axillary Nodes),Spasmodic Pallor of Axillary Nodes,Hematological & Lymphatic,Hematological,1,Low,"spasmodic pallor (axillary nodes); pallor; spasmodic pallor",Clinical symptom presentation manifesting as spasmodic pallor localized in the axillary nodes.
SYM_01495,Spasmodic Infection Vulnerability (Axillary Nodes),Spasmodic Infection Vulnerability of Axillary Nodes,Hematological & Lymphatic,Hematological,8,Critical,"spasmodic infection vulnerability (axillary nodes); infection vulnerability; spasmodic infection vulnerability",Clinical symptom presentation manifesting as spasmodic infection vulnerability localized in the axillary nodes.
SYM_01496,Spasmodic Hyperviscosity Feeling (Axillary Nodes),Spasmodic Hyperviscosity Feeling of Axillary Nodes,Hematological & Lymphatic,Hematological,6,High,"spasmodic hyperviscosity feeling (axillary nodes); hyperviscosity feeling; spasmodic hyperviscosity feeling",Clinical symptom presentation manifesting as spasmodic hyperviscosity feeling localized in the axillary nodes.
SYM_01497,Spasmodic Lymphadenopathy (Spleen),Spasmodic Lymphadenopathy of Spleen,Hematological & Lymphatic,Hematological,4,Moderate,"spasmodic lymphadenopathy (spleen); lymphadenopathy; spasmodic lymphadenopathy",Clinical symptom presentation manifesting as spasmodic lymphadenopathy localized in the spleen.
SYM_01498,Spasmodic Splenic Fullness (Spleen),Spasmodic Splenic Fullness of Spleen,Hematological & Lymphatic,Hematological,2,Low,"spasmodic splenic fullness (spleen); splenic fullness; spasmodic splenic fullness",Clinical symptom presentation manifesting as spasmodic splenic fullness localized in the spleen.
SYM_01499,Spasmodic Easy Bleeding (Spleen),Spasmodic Easy Bleeding of Spleen,Hematological & Lymphatic,Hematological,9,Critical,"spasmodic easy bleeding (spleen); easy bleeding; spasmodic easy bleeding",Clinical symptom presentation manifesting as spasmodic easy bleeding localized in the spleen.
SYM_01500,Spasmodic Petechiae (Spleen),Spasmodic Petechiae of Spleen,Hematological & Lymphatic,Hematological,7,High,"spasmodic petechiae (spleen); petechiae; spasmodic petechiae",Clinical symptom presentation manifesting as spasmodic petechiae localized in the spleen.
SYM_01501,Spasmodic Ecchymosis (Spleen),Spasmodic Ecchymosis of Spleen,Hematological & Lymphatic,Hematological,5,Moderate,"spasmodic ecchymosis (spleen); ecchymosis; spasmodic ecchymosis",Clinical symptom presentation manifesting as spasmodic ecchymosis localized in the spleen.
SYM_01502,Spasmodic Pallor (Spleen),Spasmodic Pallor of Spleen,Hematological & Lymphatic,Hematological,3,Low,"spasmodic pallor (spleen); pallor; spasmodic pallor",Clinical symptom presentation manifesting as spasmodic pallor localized in the spleen.
