disease_id,disease_name,icd10_code,category,risk_level,severity,prevalence_rate,common_symptoms,key_diagnostic_markers,prevention_guidelines,diet_recommendations,exercise_recommendations,urgent_warning_signs
DIS_00327,Borderline Personality Disorder,P67.3,Psychiatry & Behavioral Health,Low,Mild,"44 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Psychiatry, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Borderline Personality Disorder.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00328,Attention Deficit Hyperactivity Disorder (ADHD),Q68.4,Psychiatry & Behavioral Health,Critical,Severe,"47 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Psychiatry, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Attention Deficit Hyperactivity Disorder (ADHD).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00329,Autism Spectrum Condition (Adult),R69.5,Psychiatry & Behavioral Health,Low,Mild,"5 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Psychiatry, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Autism Spectrum Condition (Adult).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00330,Anorexia Nervosa,S70.6,Psychiatry & Behavioral Health,Moderate,Moderate,"8 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Psychiatry, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Anorexia Nervosa.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00331,Bulimia Nervosa,T71.7,Psychiatry & Behavioral Health,High,Severe,"11 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Psychiatry, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Bulimia Nervosa.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00332,Binge Eating Disorder,U72.8,Psychiatry & Behavioral Health,Moderate,Moderate,"14 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Psychiatry, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Binge Eating Disorder.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00333,Insomnia Disorder (Chronic),V73.0,Psychiatry & Behavioral Health,Low,Mild,"17 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Psychiatry, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Insomnia Disorder (Chronic).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00334,Narcolepsy Type 1 (with Cataplexy),W74.1,Psychiatry & Behavioral Health,Critical,Severe,"20 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Psychiatry, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Narcolepsy Type 1 (with Cataplexy).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00335,Somatic Symptom Disorder,X75.2,Psychiatry & Behavioral Health,Low,Mild,"23 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Psychiatry, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Somatic Symptom Disorder.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00336,Illness Anxiety Disorder (Hypochondriasis),Y76.3,Psychiatry & Behavioral Health,Moderate,Moderate,"26 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Psychiatry, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Illness Anxiety Disorder (Hypochondriasis).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00337,Dissociative Identity Disorder,Z77.4,Psychiatry & Behavioral Health,High,Severe,"29 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Psychiatry, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Dissociative Identity Disorder.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00338,Premenstrual Dysphoric Disorder (PMDD),A78.5,Psychiatry & Behavioral Health,Moderate,Moderate,"32 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Psychiatry, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Premenstrual Dysphoric Disorder (PMDD).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00339,Seasonal Affective Disorder (SAD),B79.6,Psychiatry & Behavioral Health,Low,Mild,"35 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Psychiatry, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Seasonal Affective Disorder (SAD).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00340,Adjustment Disorder with Anxiety,C80.7,Psychiatry & Behavioral Health,Critical,Severe,"38 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Psychiatry, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Adjustment Disorder with Anxiety.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00341,Delusional Disorder,D81.8,Psychiatry & Behavioral Health,Low,Mild,"41 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Psychiatry, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Delusional Disorder.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00342,Agitation & Psychomotor Restlessness,E82.0,Psychiatry & Behavioral Health,Moderate,Moderate,"44 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Psychiatry, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Agitation & Psychomotor Restlessness.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00343,Substance Use Disorder (Alcohol),F83.1,Psychiatry & Behavioral Health,High,Severe,"47 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Psychiatry, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Substance Use Disorder (Alcohol).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00344,Cannabis Induced Anxiety,G84.2,Psychiatry & Behavioral Health,Moderate,Moderate,"5 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Psychiatry, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Cannabis Induced Anxiety.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00345,Nicotine Dependence,H85.3,Psychiatry & Behavioral Health,Low,Mild,"8 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Psychiatry, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Nicotine Dependence.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00346,Primary Open-Angle Glaucoma,I86.4,Ophthalmology & Ocular Health,Critical,Severe,"11 per 100,000 individuals","Chronic Photophobia (Cornea); Chronic Diplopia (Cornea); Chronic Visual Field Loss (Cornea); High Grade Fever","Serum biomarkers, specialty diagnostics for Ophthalmology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Primary Open-Angle Glaucoma.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00347,Acute Angle-Closure Glaucoma,J87.5,Ophthalmology & Ocular Health,Low,Mild,"14 per 100,000 individuals","Chronic Blurred Vision (Cornea); Chronic Conjunctival Redness (Cornea); Chronic Grittiness (Cornea); Low Grade Fever","Serum biomarkers, specialty diagnostics for Ophthalmology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Acute Angle-Closure Glaucoma.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00348,Age-Related Macular Degeneration (Dry),K88.6,Ophthalmology & Ocular Health,Moderate,Moderate,"17 per 100,000 individuals","Chronic Eye Strain (Cornea); Chronic Ocular Discharge (Cornea); Chronic Eye Pain (Cornea); Intermittent Fever","Serum biomarkers, specialty diagnostics for Ophthalmology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Age-Related Macular Degeneration (Dry).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00349,Age-Related Macular Degeneration (Wet),L89.7,Ophthalmology & Ocular Health,High,Severe,"20 per 100,000 individuals","Chronic Diplopia (Cornea); Chronic Floaters (Cornea); Chronic Photophobia (Retina); Chills with Shivering","Serum biomarkers, specialty diagnostics for Ophthalmology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Age-Related Macular Degeneration (Wet).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00350,Diabetic Retinopathy (Proliferative),M90.8,Ophthalmology & Ocular Health,Moderate,Moderate,"23 per 100,000 individuals","Chronic Conjunctival Redness (Cornea); Chronic Visual Field Loss (Cornea); Chronic Blurred Vision (Retina); Chronic Fatigue","Serum biomarkers, specialty diagnostics for Ophthalmology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Diabetic Retinopathy (Proliferative).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00351,Cataract (Nuclear Sclerotic),N91.0,Ophthalmology & Ocular Health,Low,Mild,"26 per 100,000 individuals","Chronic Ocular Discharge (Cornea); Chronic Grittiness (Cornea); Chronic Eye Strain (Retina); Unexplained Weight Loss","Serum biomarkers, specialty diagnostics for Ophthalmology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Cataract (Nuclear Sclerotic).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00352,Retinal Detachment (Rhegmatogenous),O92.1,Ophthalmology & Ocular Health,Critical,Severe,"29 per 100,000 individuals","Chronic Floaters (Cornea); Chronic Eye Pain (Cornea); Chronic Diplopia (Retina); Rapid Weight Gain","Serum biomarkers, specialty diagnostics for Ophthalmology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Retinal Detachment (Rhegmatogenous).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00353,Central Retinal Artery Occlusion,P93.2,Ophthalmology & Ocular Health,Low,Mild,"32 per 100,000 individuals","Chronic Visual Field Loss (Cornea); Chronic Photophobia (Retina); Chronic Conjunctival Redness (Retina); Profuse Night Sweats","Serum biomarkers, specialty diagnostics for Ophthalmology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Central Retinal Artery Occlusion.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00354,Central Retinal Vein Occlusion,Q94.3,Ophthalmology & Ocular Health,Moderate,Moderate,"35 per 100,000 individuals","Chronic Grittiness (Cornea); Chronic Blurred Vision (Retina); Chronic Ocular Discharge (Retina); Loss of Appetite","Serum biomarkers, specialty diagnostics for Ophthalmology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Central Retinal Vein Occlusion.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00355,Anterior Uveitis (Iritis),R95.4,Ophthalmology & Ocular Health,High,Severe,"38 per 100,000 individuals","Chronic Eye Pain (Cornea); Chronic Eye Strain (Retina); Chronic Floaters (Retina); Generalized Malaise","Serum biomarkers, specialty diagnostics for Ophthalmology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Anterior Uveitis (Iritis).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00356,Posterior Scleritis,S96.5,Ophthalmology & Ocular Health,Moderate,Moderate,"41 per 100,000 individuals","Chronic Photophobia (Retina); Chronic Diplopia (Retina); Chronic Visual Field Loss (Retina); Cold Intolerance","Serum biomarkers, specialty diagnostics for Ophthalmology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Posterior Scleritis.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00357,Episcleritis,T97.6,Ophthalmology & Ocular Health,Low,Mild,"44 per 100,000 individuals","Chronic Blurred Vision (Retina); Chronic Conjunctival Redness (Retina); Chronic Grittiness (Retina); Heat Intolerance","Serum biomarkers, specialty diagnostics for Ophthalmology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Episcleritis.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00358,Bacterial Keratitis,U98.7,Ophthalmology & Ocular Health,Critical,Severe,"47 per 100,000 individuals","Chronic Eye Strain (Retina); Chronic Ocular Discharge (Retina); Chronic Eye Pain (Retina); Generalized Edema","Serum biomarkers, specialty diagnostics for Ophthalmology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Bacterial Keratitis.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00359,Herpes Simplex Keratitis,V99.8,Ophthalmology & Ocular Health,Low,Mild,"5 per 100,000 individuals","Chronic Diplopia (Retina); Chronic Floaters (Retina); Chronic Photophobia (Optic Nerve); Easy Bruising","Serum biomarkers, specialty diagnostics for Ophthalmology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Herpes Simplex Keratitis.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00360,Corneal Ulcer (Acanthamoeba),W10.0,Ophthalmology & Ocular Health,Moderate,Moderate,"8 per 100,000 individuals","Chronic Conjunctival Redness (Retina); Chronic Visual Field Loss (Retina); Chronic Blurred Vision (Optic Nerve); Extreme Thirst","Serum biomarkers, specialty diagnostics for Ophthalmology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Corneal Ulcer (Acanthamoeba).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00361,Blepharitis (Posterior Meibomian),X11.1,Ophthalmology & Ocular Health,High,Severe,"11 per 100,000 individuals","Chronic Ocular Discharge (Retina); Chronic Grittiness (Retina); Chronic Eye Strain (Optic Nerve); Acute Dry Cough","Serum biomarkers, specialty diagnostics for Ophthalmology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Blepharitis (Posterior Meibomian).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00362,Hordeolum (Stye),Y12.2,Ophthalmology & Ocular Health,Moderate,Moderate,"14 per 100,000 individuals","Chronic Floaters (Retina); Chronic Eye Pain (Retina); Chronic Diplopia (Optic Nerve); Productive Mucopurulent Cough","Serum biomarkers, specialty diagnostics for Ophthalmology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Hordeolum (Stye).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00363,Chalazion,Z13.3,Ophthalmology & Ocular Health,Low,Mild,"17 per 100,000 individuals","Chronic Visual Field Loss (Retina); Chronic Photophobia (Optic Nerve); Chronic Conjunctival Redness (Optic Nerve); Coughing Blood","Serum biomarkers, specialty diagnostics for Ophthalmology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Chalazion.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00364,Pterygium,A14.4,Ophthalmology & Ocular Health,Critical,Severe,"20 per 100,000 individuals","Chronic Grittiness (Retina); Chronic Blurred Vision (Optic Nerve); Chronic Ocular Discharge (Optic Nerve); Shortness of Breath at Rest","Serum biomarkers, specialty diagnostics for Ophthalmology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Pterygium.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00365,Optic Neuritis,B15.5,Ophthalmology & Ocular Health,Low,Mild,"23 per 100,000 individuals","Chronic Eye Pain (Retina); Chronic Eye Strain (Optic Nerve); Chronic Floaters (Optic Nerve); Exertional Breathlessness","Serum biomarkers, specialty diagnostics for Ophthalmology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Optic Neuritis.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00366,Papilledema,C16.6,Ophthalmology & Ocular Health,Moderate,Moderate,"26 per 100,000 individuals","Chronic Photophobia (Optic Nerve); Chronic Diplopia (Optic Nerve); Chronic Visual Field Loss (Optic Nerve); Expiratory Wheezing","Serum biomarkers, specialty diagnostics for Ophthalmology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Papilledema.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00367,Dry Eye Syndrome (Keratoconjunctivitis Sicca),D17.7,Ophthalmology & Ocular Health,High,Severe,"29 per 100,000 individuals","Chronic Blurred Vision (Optic Nerve); Chronic Conjunctival Redness (Optic Nerve); Chronic Grittiness (Optic Nerve); Pleuritic Chest Pain","Serum biomarkers, specialty diagnostics for Ophthalmology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Dry Eye Syndrome (Keratoconjunctivitis Sicca).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00368,Allergic Conjunctivitis (Vernal),E18.8,Ophthalmology & Ocular Health,Moderate,Moderate,"32 per 100,000 individuals","Chronic Eye Strain (Optic Nerve); Chronic Ocular Discharge (Optic Nerve); Chronic Eye Pain (Optic Nerve); Stridor","Serum biomarkers, specialty diagnostics for Ophthalmology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Allergic Conjunctivitis (Vernal).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00369,Thyroid Eye Disease (Graves Orbitopathy),F19.0,Ophthalmology & Ocular Health,Low,Mild,"35 per 100,000 individuals","Chronic Diplopia (Optic Nerve); Chronic Floaters (Optic Nerve); Chronic Photophobia (Conjunctiva); Orthopnea","Serum biomarkers, specialty diagnostics for Ophthalmology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Thyroid Eye Disease (Graves Orbitopathy).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00370,Keratoconus,G20.1,Ophthalmology & Ocular Health,Critical,Severe,"38 per 100,000 individuals","Chronic Conjunctival Redness (Optic Nerve); Chronic Visual Field Loss (Optic Nerve); Chronic Blurred Vision (Conjunctiva); Rapid Shallow Respiration","Serum biomarkers, specialty diagnostics for Ophthalmology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Keratoconus.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00371,Strabismus (Esotropia),H21.2,Ophthalmology & Ocular Health,Low,Mild,"41 per 100,000 individuals","Chronic Ocular Discharge (Optic Nerve); Chronic Grittiness (Optic Nerve); Chronic Eye Strain (Conjunctiva); Crushing Retrosternal Chest Pain","Serum biomarkers, specialty diagnostics for Ophthalmology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Strabismus (Esotropia).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00372,Amblyopia,I22.3,Ophthalmology & Ocular Health,Moderate,Moderate,"44 per 100,000 individuals","Chronic Floaters (Optic Nerve); Chronic Eye Pain (Optic Nerve); Chronic Diplopia (Conjunctiva); Heart Palpitations","Serum biomarkers, specialty diagnostics for Ophthalmology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Amblyopia.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
