disease_id,disease_name,symptom_id,symptom_name,association_weight,is_primary_symptom
DIS_00156,Pseudogout (CPPD),SYM_00009,Loss of Appetite,0.59,0
DIS_00157,Osteopenia & Osteoporosis,SYM_00010,Generalized Malaise,0.95,1
DIS_00157,Osteopenia & Osteoporosis,SYM_00005,Chronic Fatigue,0.83,0
DIS_00157,Osteopenia & Osteoporosis,SYM_00002,Low Grade Fever,0.71,0
DIS_00157,Osteopenia & Osteoporosis,SYM_00009,Loss of Appetite,0.59,0
DIS_00158,Vitamin D Deficiency Osteomalacia,SYM_00010,Generalized Malaise,0.95,1
DIS_00158,Vitamin D Deficiency Osteomalacia,SYM_00005,Chronic Fatigue,0.83,0
DIS_00158,Vitamin D Deficiency Osteomalacia,SYM_00002,Low Grade Fever,0.71,0
DIS_00158,Vitamin D Deficiency Osteomalacia,SYM_00009,Loss of Appetite,0.59,0
DIS_00159,Adrenal Fatigue Axis Syndrome,SYM_00010,Generalized Malaise,0.95,1
DIS_00159,Adrenal Fatigue Axis Syndrome,SYM_00005,Chronic Fatigue,0.83,0
DIS_00159,Adrenal Fatigue Axis Syndrome,SYM_00002,Low Grade Fever,0.71,0
DIS_00159,Adrenal Fatigue Axis Syndrome,SYM_00009,Loss of Appetite,0.59,0
DIS_00160,Autoimmune Polyglandular Syndrome Type 1,SYM_00010,Generalized Malaise,0.95,1
DIS_00160,Autoimmune Polyglandular Syndrome Type 1,SYM_00005,Chronic Fatigue,0.83,0
DIS_00160,Autoimmune Polyglandular Syndrome Type 1,SYM_00002,Low Grade Fever,0.71,0
DIS_00160,Autoimmune Polyglandular Syndrome Type 1,SYM_00009,Loss of Appetite,0.59,0
DIS_00161,Autoimmune Polyglandular Syndrome Type 2,SYM_00010,Generalized Malaise,0.95,1
DIS_00161,Autoimmune Polyglandular Syndrome Type 2,SYM_00005,Chronic Fatigue,0.83,0
DIS_00161,Autoimmune Polyglandular Syndrome Type 2,SYM_00002,Low Grade Fever,0.71,0
DIS_00161,Autoimmune Polyglandular Syndrome Type 2,SYM_00009,Loss of Appetite,0.59,0
DIS_00162,Multiple Endocrine Neoplasia Type 1,SYM_00010,Generalized Malaise,0.95,1
DIS_00162,Multiple Endocrine Neoplasia Type 1,SYM_00005,Chronic Fatigue,0.83,0
DIS_00162,Multiple Endocrine Neoplasia Type 1,SYM_00002,Low Grade Fever,0.71,0
DIS_00162,Multiple Endocrine Neoplasia Type 1,SYM_00009,Loss of Appetite,0.59,0
DIS_00163,Multiple Endocrine Neoplasia Type 2,SYM_00010,Generalized Malaise,0.95,1
DIS_00163,Multiple Endocrine Neoplasia Type 2,SYM_00005,Chronic Fatigue,0.83,0
DIS_00163,Multiple Endocrine Neoplasia Type 2,SYM_00002,Low Grade Fever,0.71,0
DIS_00163,Multiple Endocrine Neoplasia Type 2,SYM_00009,Loss of Appetite,0.59,0
DIS_00164,Hypothalamic Amenorrhea,SYM_00010,Generalized Malaise,0.95,1
DIS_00164,Hypothalamic Amenorrhea,SYM_00005,Chronic Fatigue,0.83,0
DIS_00164,Hypothalamic Amenorrhea,SYM_00002,Low Grade Fever,0.71,0
DIS_00164,Hypothalamic Amenorrhea,SYM_00009,Loss of Appetite,0.59,0
DIS_00165,Late-Onset Congenital Adrenal Hyperplasia,SYM_00010,Generalized Malaise,0.95,1
DIS_00165,Late-Onset Congenital Adrenal Hyperplasia,SYM_00005,Chronic Fatigue,0.83,0
DIS_00165,Late-Onset Congenital Adrenal Hyperplasia,SYM_00002,Low Grade Fever,0.71,0
DIS_00165,Late-Onset Congenital Adrenal Hyperplasia,SYM_00009,Loss of Appetite,0.59,0
DIS_00166,Influenza A (H1N1 / H3N2),SYM_00010,Generalized Malaise,0.95,1
DIS_00166,Influenza A (H1N1 / H3N2),SYM_00005,Chronic Fatigue,0.83,0
DIS_00166,Influenza A (H1N1 / H3N2),SYM_00002,Low Grade Fever,0.71,0
DIS_00166,Influenza A (H1N1 / H3N2),SYM_00009,Loss of Appetite,0.59,0
DIS_00167,Influenza B,SYM_00010,Generalized Malaise,0.95,1
DIS_00167,Influenza B,SYM_00005,Chronic Fatigue,0.83,0
DIS_00167,Influenza B,SYM_00002,Low Grade Fever,0.71,0
DIS_00167,Influenza B,SYM_00009,Loss of Appetite,0.59,0
DIS_00168,Respiratory Syncytial Virus (RSV),SYM_00010,Generalized Malaise,0.95,1
DIS_00168,Respiratory Syncytial Virus (RSV),SYM_00005,Chronic Fatigue,0.83,0
DIS_00168,Respiratory Syncytial Virus (RSV),SYM_00002,Low Grade Fever,0.71,0
DIS_00168,Respiratory Syncytial Virus (RSV),SYM_00009,Loss of Appetite,0.59,0
DIS_00169,Epstein-Barr Virus Mononucleosis,SYM_00010,Generalized Malaise,0.95,1
DIS_00169,Epstein-Barr Virus Mononucleosis,SYM_00005,Chronic Fatigue,0.83,0
DIS_00169,Epstein-Barr Virus Mononucleosis,SYM_00002,Low Grade Fever,0.71,0
DIS_00169,Epstein-Barr Virus Mononucleosis,SYM_00009,Loss of Appetite,0.59,0
DIS_00170,Cytomegalovirus Infection (CMV),SYM_00010,Generalized Malaise,0.95,1
DIS_00170,Cytomegalovirus Infection (CMV),SYM_00005,Chronic Fatigue,0.83,0
DIS_00170,Cytomegalovirus Infection (CMV),SYM_00002,Low Grade Fever,0.71,0
DIS_00170,Cytomegalovirus Infection (CMV),SYM_00009,Loss of Appetite,0.59,0
DIS_00171,Varicella Zoster (Chickenpox),SYM_00010,Generalized Malaise,0.95,1
DIS_00171,Varicella Zoster (Chickenpox),SYM_00005,Chronic Fatigue,0.83,0
DIS_00171,Varicella Zoster (Chickenpox),SYM_00002,Low Grade Fever,0.71,0
DIS_00171,Varicella Zoster (Chickenpox),SYM_00009,Loss of Appetite,0.59,0
DIS_00172,Herpes Zoster (Shingles),SYM_00010,Generalized Malaise,0.95,1
DIS_00172,Herpes Zoster (Shingles),SYM_00005,Chronic Fatigue,0.83,0
DIS_00172,Herpes Zoster (Shingles),SYM_00002,Low Grade Fever,0.71,0
DIS_00172,Herpes Zoster (Shingles),SYM_00009,Loss of Appetite,0.59,0
DIS_00173,Herpes Simplex Virus Type 1,SYM_00010,Generalized Malaise,0.95,1
DIS_00173,Herpes Simplex Virus Type 1,SYM_00005,Chronic Fatigue,0.83,0
DIS_00173,Herpes Simplex Virus Type 1,SYM_00002,Low Grade Fever,0.71,0
DIS_00173,Herpes Simplex Virus Type 1,SYM_00009,Loss of Appetite,0.59,0
DIS_00174,Herpes Simplex Virus Type 2,SYM_00010,Generalized Malaise,0.95,1
DIS_00174,Herpes Simplex Virus Type 2,SYM_00005,Chronic Fatigue,0.83,0
DIS_00174,Herpes Simplex Virus Type 2,SYM_00002,Low Grade Fever,0.71,0
DIS_00174,Herpes Simplex Virus Type 2,SYM_00009,Loss of Appetite,0.59,0
DIS_00175,Human Immunodeficiency Virus (HIV/AIDS),SYM_00010,Generalized Malaise,0.95,1
DIS_00175,Human Immunodeficiency Virus (HIV/AIDS),SYM_00005,Chronic Fatigue,0.83,0
DIS_00175,Human Immunodeficiency Virus (HIV/AIDS),SYM_00002,Low Grade Fever,0.71,0
DIS_00175,Human Immunodeficiency Virus (HIV/AIDS),SYM_00009,Loss of Appetite,0.59,0
DIS_00176,Hepatitis A Infection,SYM_00010,Generalized Malaise,0.95,1
DIS_00176,Hepatitis A Infection,SYM_00005,Chronic Fatigue,0.83,0
DIS_00176,Hepatitis A Infection,SYM_00002,Low Grade Fever,0.71,0
DIS_00176,Hepatitis A Infection,SYM_00009,Loss of Appetite,0.59,0
DIS_00177,Hepatitis C Infection,SYM_00010,Generalized Malaise,0.95,1
DIS_00177,Hepatitis C Infection,SYM_00005,Chronic Fatigue,0.83,0
DIS_00177,Hepatitis C Infection,SYM_00002,Low Grade Fever,0.71,0
DIS_00177,Hepatitis C Infection,SYM_00009,Loss of Appetite,0.59,0
DIS_00178,Hepatitis E Infection,SYM_00010,Generalized Malaise,0.95,1
DIS_00178,Hepatitis E Infection,SYM_00005,Chronic Fatigue,0.83,0
DIS_00178,Hepatitis E Infection,SYM_00002,Low Grade Fever,0.71,0
DIS_00178,Hepatitis E Infection,SYM_00009,Loss of Appetite,0.59,0
DIS_00179,Rabies Encephalitis,SYM_00010,Generalized Malaise,0.95,1
DIS_00179,Rabies Encephalitis,SYM_00005,Chronic Fatigue,0.83,0
DIS_00179,Rabies Encephalitis,SYM_00002,Low Grade Fever,0.71,0
DIS_00179,Rabies Encephalitis,SYM_00009,Loss of Appetite,0.59,0
DIS_00180,Lyme Disease (Borreliosis),SYM_00010,Generalized Malaise,0.95,1
DIS_00180,Lyme Disease (Borreliosis),SYM_00005,Chronic Fatigue,0.83,0
DIS_00180,Lyme Disease (Borreliosis),SYM_00002,Low Grade Fever,0.71,0
DIS_00180,Lyme Disease (Borreliosis),SYM_00009,Loss of Appetite,0.59,0
DIS_00181,Rocky Mountain Spotted Fever,SYM_00010,Generalized Malaise,0.95,1
DIS_00181,Rocky Mountain Spotted Fever,SYM_00005,Chronic Fatigue,0.83,0
DIS_00181,Rocky Mountain Spotted Fever,SYM_00002,Low Grade Fever,0.71,0
DIS_00181,Rocky Mountain Spotted Fever,SYM_00009,Loss of Appetite,0.59,0
DIS_00182,Zika Virus Fever,SYM_00010,Generalized Malaise,0.95,1
DIS_00182,Zika Virus Fever,SYM_00005,Chronic Fatigue,0.83,0
DIS_00182,Zika Virus Fever,SYM_00002,Low Grade Fever,0.71,0
DIS_00182,Zika Virus Fever,SYM_00009,Loss of Appetite,0.59,0
DIS_00183,Chikungunya Arthritic Fever,SYM_00010,Generalized Malaise,0.95,1
DIS_00183,Chikungunya Arthritic Fever,SYM_00005,Chronic Fatigue,0.83,0
DIS_00183,Chikungunya Arthritic Fever,SYM_00002,Low Grade Fever,0.71,0
DIS_00183,Chikungunya Arthritic Fever,SYM_00009,Loss of Appetite,0.59,0
DIS_00184,Yellow Fever,SYM_00010,Generalized Malaise,0.95,1
DIS_00184,Yellow Fever,SYM_00005,Chronic Fatigue,0.83,0
DIS_00184,Yellow Fever,SYM_00002,Low Grade Fever,0.71,0
DIS_00184,Yellow Fever,SYM_00009,Loss of Appetite,0.59,0
DIS_00185,West Nile Neuroinvasive Disease,SYM_00010,Generalized Malaise,0.95,1
DIS_00185,West Nile Neuroinvasive Disease,SYM_00005,Chronic Fatigue,0.83,0
DIS_00185,West Nile Neuroinvasive Disease,SYM_00002,Low Grade Fever,0.71,0
DIS_00185,West Nile Neuroinvasive Disease,SYM_00009,Loss of Appetite,0.59,0
DIS_00186,Tuberculosis (Pulmonary Cavitary),SYM_00010,Generalized Malaise,0.95,1
DIS_00186,Tuberculosis (Pulmonary Cavitary),SYM_00005,Chronic Fatigue,0.83,0
DIS_00186,Tuberculosis (Pulmonary Cavitary),SYM_00002,Low Grade Fever,0.71,0
DIS_00186,Tuberculosis (Pulmonary Cavitary),SYM_00009,Loss of Appetite,0.59,0
DIS_00187,Extrapulmonary Tuberculosis,SYM_00010,Generalized Malaise,0.95,1
DIS_00187,Extrapulmonary Tuberculosis,SYM_00005,Chronic Fatigue,0.83,0
DIS_00187,Extrapulmonary Tuberculosis,SYM_00002,Low Grade Fever,0.71,0
DIS_00187,Extrapulmonary Tuberculosis,SYM_00009,Loss of Appetite,0.59,0
DIS_00188,Meningococcal Meningitis,SYM_00010,Generalized Malaise,0.95,1
DIS_00188,Meningococcal Meningitis,SYM_00005,Chronic Fatigue,0.83,0
DIS_00188,Meningococcal Meningitis,SYM_00002,Low Grade Fever,0.71,0
DIS_00188,Meningococcal Meningitis,SYM_00009,Loss of Appetite,0.59,0
DIS_00189,Pneumococcal Meningitis,SYM_00010,Generalized Malaise,0.95,1
DIS_00189,Pneumococcal Meningitis,SYM_00005,Chronic Fatigue,0.83,0
DIS_00189,Pneumococcal Meningitis,SYM_00002,Low Grade Fever,0.71,0
DIS_00189,Pneumococcal Meningitis,SYM_00009,Loss of Appetite,0.59,0
DIS_00190,Listeria Monocytogenes Infection,SYM_00010,Generalized Malaise,0.95,1
DIS_00190,Listeria Monocytogenes Infection,SYM_00005,Chronic Fatigue,0.83,0
DIS_00190,Listeria Monocytogenes Infection,SYM_00002,Low Grade Fever,0.71,0
DIS_00190,Listeria Monocytogenes Infection,SYM_00009,Loss of Appetite,0.59,0
DIS_00191,Salmonellosis Gastroenteritis,SYM_00010,Generalized Malaise,0.95,1
DIS_00191,Salmonellosis Gastroenteritis,SYM_00005,Chronic Fatigue,0.83,0
DIS_00191,Salmonellosis Gastroenteritis,SYM_00002,Low Grade Fever,0.71,0
DIS_00191,Salmonellosis Gastroenteritis,SYM_00009,Loss of Appetite,0.59,0
DIS_00192,Shigellosis (Bacillary Dysentery),SYM_00010,Generalized Malaise,0.95,1
DIS_00192,Shigellosis (Bacillary Dysentery),SYM_00005,Chronic Fatigue,0.83,0
DIS_00192,Shigellosis (Bacillary Dysentery),SYM_00002,Low Grade Fever,0.71,0
DIS_00192,Shigellosis (Bacillary Dysentery),SYM_00009,Loss of Appetite,0.59,0
DIS_00193,Campylobacter Enteritis,SYM_00010,Generalized Malaise,0.95,1
DIS_00193,Campylobacter Enteritis,SYM_00005,Chronic Fatigue,0.83,0
DIS_00193,Campylobacter Enteritis,SYM_00002,Low Grade Fever,0.71,0
DIS_00193,Campylobacter Enteritis,SYM_00009,Loss of Appetite,0.59,0
DIS_00194,Cholera (Vibrio Cholerae),SYM_00010,Generalized Malaise,0.95,1
DIS_00194,Cholera (Vibrio Cholerae),SYM_00005,Chronic Fatigue,0.83,0
DIS_00194,Cholera (Vibrio Cholerae),SYM_00002,Low Grade Fever,0.71,0
DIS_00194,Cholera (Vibrio Cholerae),SYM_00009,Loss of Appetite,0.59,0
DIS_00195,Brucellosis (Undulant Fever),SYM_00010,Generalized Malaise,0.95,1
DIS_00195,Brucellosis (Undulant Fever),SYM_00005,Chronic Fatigue,0.83,0
DIS_00195,Brucellosis (Undulant Fever),SYM_00002,Low Grade Fever,0.71,0
DIS_00195,Brucellosis (Undulant Fever),SYM_00009,Loss of Appetite,0.59,0
DIS_00196,Plaque Psoriasis,SYM_00010,Generalized Malaise,0.95,1
DIS_00196,Plaque Psoriasis,SYM_00005,Chronic Fatigue,0.83,0
DIS_00196,Plaque Psoriasis,SYM_00002,Low Grade Fever,0.71,0
DIS_00196,Plaque Psoriasis,SYM_00009,Loss of Appetite,0.59,0
DIS_00197,Guttate Psoriasis,SYM_00010,Generalized Malaise,0.95,1
DIS_00197,Guttate Psoriasis,SYM_00005,Chronic Fatigue,0.83,0
DIS_00197,Guttate Psoriasis,SYM_00002,Low Grade Fever,0.71,0
DIS_00197,Guttate Psoriasis,SYM_00009,Loss of Appetite,0.59,0
DIS_00198,Atopic Dermatitis (Eczema),SYM_00010,Generalized Malaise,0.95,1
DIS_00198,Atopic Dermatitis (Eczema),SYM_00005,Chronic Fatigue,0.83,0
DIS_00198,Atopic Dermatitis (Eczema),SYM_00002,Low Grade Fever,0.71,0
DIS_00198,Atopic Dermatitis (Eczema),SYM_00009,Loss of Appetite,0.59,0
DIS_00199,Contact Dermatitis (Allergic),SYM_00010,Generalized Malaise,0.95,1
DIS_00199,Contact Dermatitis (Allergic),SYM_00005,Chronic Fatigue,0.83,0
DIS_00199,Contact Dermatitis (Allergic),SYM_00002,Low Grade Fever,0.71,0
DIS_00199,Contact Dermatitis (Allergic),SYM_00009,Loss of Appetite,0.59,0
DIS_00200,Contact Dermatitis (Irritant),SYM_00010,Generalized Malaise,0.95,1
DIS_00200,Contact Dermatitis (Irritant),SYM_00005,Chronic Fatigue,0.83,0
DIS_00200,Contact Dermatitis (Irritant),SYM_00002,Low Grade Fever,0.71,0
DIS_00200,Contact Dermatitis (Irritant),SYM_00009,Loss of Appetite,0.59,0
DIS_00201,Seborrheic Dermatitis,SYM_00010,Generalized Malaise,0.95,1
DIS_00201,Seborrheic Dermatitis,SYM_00005,Chronic Fatigue,0.83,0
DIS_00201,Seborrheic Dermatitis,SYM_00002,Low Grade Fever,0.71,0
DIS_00201,Seborrheic Dermatitis,SYM_00009,Loss of Appetite,0.59,0
DIS_00202,Acne Vulgaris (Cystic),SYM_00010,Generalized Malaise,0.95,1
DIS_00202,Acne Vulgaris (Cystic),SYM_00005,Chronic Fatigue,0.83,0
DIS_00202,Acne Vulgaris (Cystic),SYM_00002,Low Grade Fever,0.71,0
DIS_00202,Acne Vulgaris (Cystic),SYM_00009,Loss of Appetite,0.59,0
DIS_00203,Acne Rosacea (Papulopustular),SYM_00010,Generalized Malaise,0.95,1
DIS_00203,Acne Rosacea (Papulopustular),SYM_00005,Chronic Fatigue,0.83,0
DIS_00203,Acne Rosacea (Papulopustular),SYM_00002,Low Grade Fever,0.71,0
DIS_00203,Acne Rosacea (Papulopustular),SYM_00009,Loss of Appetite,0.59,0
DIS_00204,Hidradenitis Suppurativa,SYM_00010,Generalized Malaise,0.95,1
DIS_00204,Hidradenitis Suppurativa,SYM_00005,Chronic Fatigue,0.83,0
DIS_00204,Hidradenitis Suppurativa,SYM_00002,Low Grade Fever,0.71,0
DIS_00204,Hidradenitis Suppurativa,SYM_00009,Loss of Appetite,0.59,0
DIS_00205,Lichen Planus,SYM_00010,Generalized Malaise,0.95,1
DIS_00205,Lichen Planus,SYM_00005,Chronic Fatigue,0.83,0
DIS_00205,Lichen Planus,SYM_00002,Low Grade Fever,0.71,0
DIS_00205,Lichen Planus,SYM_00009,Loss of Appetite,0.59,0
DIS_00206,Lichen Sclerosus,SYM_00010,Generalized Malaise,0.95,1
DIS_00206,Lichen Sclerosus,SYM_00005,Chronic Fatigue,0.83,0
DIS_00206,Lichen Sclerosus,SYM_00002,Low Grade Fever,0.71,0
DIS_00206,Lichen Sclerosus,SYM_00009,Loss of Appetite,0.59,0
DIS_00207,Pityriasis Rosea,SYM_00010,Generalized Malaise,0.95,1
DIS_00207,Pityriasis Rosea,SYM_00005,Chronic Fatigue,0.83,0
DIS_00207,Pityriasis Rosea,SYM_00002,Low Grade Fever,0.71,0
DIS_00207,Pityriasis Rosea,SYM_00009,Loss of Appetite,0.59,0
DIS_00208,Pemphigus Vulgaris,SYM_00010,Generalized Malaise,0.95,1
DIS_00208,Pemphigus Vulgaris,SYM_00005,Chronic Fatigue,0.83,0
DIS_00208,Pemphigus Vulgaris,SYM_00002,Low Grade Fever,0.71,0
DIS_00208,Pemphigus Vulgaris,SYM_00009,Loss of Appetite,0.59,0
DIS_00209,Bullous Pemphigoid,SYM_00010,Generalized Malaise,0.95,1
DIS_00209,Bullous Pemphigoid,SYM_00005,Chronic Fatigue,0.83,0
DIS_00209,Bullous Pemphigoid,SYM_00002,Low Grade Fever,0.71,0
DIS_00209,Bullous Pemphigoid,SYM_00009,Loss of Appetite,0.59,0
DIS_00210,Vitiligo (Generalized),SYM_00010,Generalized Malaise,0.95,1
DIS_00210,Vitiligo (Generalized),SYM_00005,Chronic Fatigue,0.83,0
DIS_00210,Vitiligo (Generalized),SYM_00002,Low Grade Fever,0.71,0
DIS_00210,Vitiligo (Generalized),SYM_00009,Loss of Appetite,0.59,0
DIS_00211,Alopecia Areata,SYM_00010,Generalized Malaise,0.95,1
DIS_00211,Alopecia Areata,SYM_00005,Chronic Fatigue,0.83,0
DIS_00211,Alopecia Areata,SYM_00002,Low Grade Fever,0.71,0
DIS_00211,Alopecia Areata,SYM_00009,Loss of Appetite,0.59,0
DIS_00212,Melasma (Chloasma),SYM_00010,Generalized Malaise,0.95,1
DIS_00212,Melasma (Chloasma),SYM_00005,Chronic Fatigue,0.83,0
DIS_00212,Melasma (Chloasma),SYM_00002,Low Grade Fever,0.71,0
DIS_00212,Melasma (Chloasma),SYM_00009,Loss of Appetite,0.59,0
DIS_00213,Urticaria (Chronic Spontaneous),SYM_00010,Generalized Malaise,0.95,1
DIS_00213,Urticaria (Chronic Spontaneous),SYM_00005,Chronic Fatigue,0.83,0
DIS_00213,Urticaria (Chronic Spontaneous),SYM_00002,Low Grade Fever,0.71,0
DIS_00213,Urticaria (Chronic Spontaneous),SYM_00009,Loss of Appetite,0.59,0
DIS_00214,Dermatographia,SYM_00010,Generalized Malaise,0.95,1
DIS_00214,Dermatographia,SYM_00005,Chronic Fatigue,0.83,0
DIS_00214,Dermatographia,SYM_00002,Low Grade Fever,0.71,0
DIS_00214,Dermatographia,SYM_00009,Loss of Appetite,0.59,0
DIS_00215,Erythema Nodosum,SYM_00010,Generalized Malaise,0.95,1
DIS_00215,Erythema Nodosum,SYM_00005,Chronic Fatigue,0.83,0
DIS_00215,Erythema Nodosum,SYM_00002,Low Grade Fever,0.71,0
DIS_00215,Erythema Nodosum,SYM_00009,Loss of Appetite,0.59,0
DIS_00216,Erythema Multiforme,SYM_00010,Generalized Malaise,0.95,1
DIS_00216,Erythema Multiforme,SYM_00005,Chronic Fatigue,0.83,0
DIS_00216,Erythema Multiforme,SYM_00002,Low Grade Fever,0.71,0
DIS_00216,Erythema Multiforme,SYM_00009,Loss of Appetite,0.59,0
DIS_00217,Stevens-Johnson Syndrome (SJS),SYM_00010,Generalized Malaise,0.95,1
DIS_00217,Stevens-Johnson Syndrome (SJS),SYM_00005,Chronic Fatigue,0.83,0
DIS_00217,Stevens-Johnson Syndrome (SJS),SYM_00002,Low Grade Fever,0.71,0
DIS_00217,Stevens-Johnson Syndrome (SJS),SYM_00009,Loss of Appetite,0.59,0
DIS_00218,Impetigo (Contagiosa),SYM_00010,Generalized Malaise,0.95,1
DIS_00218,Impetigo (Contagiosa),SYM_00005,Chronic Fatigue,0.83,0
DIS_00218,Impetigo (Contagiosa),SYM_00002,Low Grade Fever,0.71,0
DIS_00218,Impetigo (Contagiosa),SYM_00009,Loss of Appetite,0.59,0
DIS_00219,Folliculitis (Bacterial),SYM_00010,Generalized Malaise,0.95,1
DIS_00219,Folliculitis (Bacterial),SYM_00005,Chronic Fatigue,0.83,0
DIS_00219,Folliculitis (Bacterial),SYM_00002,Low Grade Fever,0.71,0
DIS_00219,Folliculitis (Bacterial),SYM_00009,Loss of Appetite,0.59,0
DIS_00220,Cellulitis (Streptococcal),SYM_00010,Generalized Malaise,0.95,1
DIS_00220,Cellulitis (Streptococcal),SYM_00005,Chronic Fatigue,0.83,0
DIS_00220,Cellulitis (Streptococcal),SYM_00002,Low Grade Fever,0.71,0
DIS_00220,Cellulitis (Streptococcal),SYM_00009,Loss of Appetite,0.59,0
DIS_00221,Erysipelas,SYM_00010,Generalized Malaise,0.95,1
DIS_00221,Erysipelas,SYM_00005,Chronic Fatigue,0.83,0
DIS_00221,Erysipelas,SYM_00002,Low Grade Fever,0.71,0
DIS_00221,Erysipelas,SYM_00009,Loss of Appetite,0.59,0
DIS_00222,Tinea Corporis (Ringworm),SYM_00010,Generalized Malaise,0.95,1
DIS_00222,Tinea Corporis (Ringworm),SYM_00005,Chronic Fatigue,0.83,0
DIS_00222,Tinea Corporis (Ringworm),SYM_00002,Low Grade Fever,0.71,0
DIS_00222,Tinea Corporis (Ringworm),SYM_00009,Loss of Appetite,0.59,0
DIS_00223,Tinea Versicolor,SYM_00010,Generalized Malaise,0.95,1
DIS_00223,Tinea Versicolor,SYM_00005,Chronic Fatigue,0.83,0
DIS_00223,Tinea Versicolor,SYM_00002,Low Grade Fever,0.71,0
DIS_00223,Tinea Versicolor,SYM_00009,Loss of Appetite,0.59,0
DIS_00224,Scabies Infestation,SYM_00010,Generalized Malaise,0.95,1
DIS_00224,Scabies Infestation,SYM_00005,Chronic Fatigue,0.83,0
DIS_00224,Scabies Infestation,SYM_00002,Low Grade Fever,0.71,0
DIS_00224,Scabies Infestation,SYM_00009,Loss of Appetite,0.59,0
DIS_00225,Cutaneous Lupus Erythematosus,SYM_00010,Generalized Malaise,0.95,1
DIS_00225,Cutaneous Lupus Erythematosus,SYM_00005,Chronic Fatigue,0.83,0
DIS_00225,Cutaneous Lupus Erythematosus,SYM_00002,Low Grade Fever,0.71,0
DIS_00225,Cutaneous Lupus Erythematosus,SYM_00009,Loss of Appetite,0.59,0
DIS_00226,Systemic Lupus Erythematosus (SLE),SYM_00010,Generalized Malaise,0.95,1
DIS_00226,Systemic Lupus Erythematosus (SLE),SYM_00005,Chronic Fatigue,0.83,0
DIS_00226,Systemic Lupus Erythematosus (SLE),SYM_00002,Low Grade Fever,0.71,0
DIS_00226,Systemic Lupus Erythematosus (SLE),SYM_00009,Loss of Appetite,0.59,0
DIS_00227,Ankylosing Spondylitis,SYM_00010,Generalized Malaise,0.95,1
DIS_00227,Ankylosing Spondylitis,SYM_00005,Chronic Fatigue,0.83,0
DIS_00227,Ankylosing Spondylitis,SYM_00002,Low Grade Fever,0.71,0
DIS_00227,Ankylosing Spondylitis,SYM_00009,Loss of Appetite,0.59,0
DIS_00228,Psoriatic Arthritis,SYM_00010,Generalized Malaise,0.95,1
DIS_00228,Psoriatic Arthritis,SYM_00005,Chronic Fatigue,0.83,0
DIS_00228,Psoriatic Arthritis,SYM_00002,Low Grade Fever,0.71,0
DIS_00228,Psoriatic Arthritis,SYM_00009,Loss of Appetite,0.59,0
DIS_00229,Sjögren Syndrome (Sicca),SYM_00010,Generalized Malaise,0.95,1
DIS_00229,Sjögren Syndrome (Sicca),SYM_00005,Chronic Fatigue,0.83,0
DIS_00229,Sjögren Syndrome (Sicca),SYM_00002,Low Grade Fever,0.71,0
DIS_00229,Sjögren Syndrome (Sicca),SYM_00009,Loss of Appetite,0.59,0
DIS_00230,Systemic Sclerosis (Scleroderma),SYM_00010,Generalized Malaise,0.95,1
DIS_00230,Systemic Sclerosis (Scleroderma),SYM_00005,Chronic Fatigue,0.83,0
DIS_00230,Systemic Sclerosis (Scleroderma),SYM_00002,Low Grade Fever,0.71,0
DIS_00230,Systemic Sclerosis (Scleroderma),SYM_00009,Loss of Appetite,0.59,0
DIS_00231,Polymyositis (Inflammatory Myopathy),SYM_00010,Generalized Malaise,0.95,1
DIS_00231,Polymyositis (Inflammatory Myopathy),SYM_00005,Chronic Fatigue,0.83,0
DIS_00231,Polymyositis (Inflammatory Myopathy),SYM_00002,Low Grade Fever,0.71,0
DIS_00231,Polymyositis (Inflammatory Myopathy),SYM_00009,Loss of Appetite,0.59,0
DIS_00232,Dermatomyositis,SYM_00010,Generalized Malaise,0.95,1
DIS_00232,Dermatomyositis,SYM_00005,Chronic Fatigue,0.83,0
DIS_00232,Dermatomyositis,SYM_00002,Low Grade Fever,0.71,0
DIS_00232,Dermatomyositis,SYM_00009,Loss of Appetite,0.59,0
DIS_00233,Polymyalgia Rheumatica,SYM_00010,Generalized Malaise,0.95,1
DIS_00233,Polymyalgia Rheumatica,SYM_00005,Chronic Fatigue,0.83,0
DIS_00233,Polymyalgia Rheumatica,SYM_00002,Low Grade Fever,0.71,0
DIS_00233,Polymyalgia Rheumatica,SYM_00009,Loss of Appetite,0.59,0
DIS_00234,Behçet Disease,SYM_00010,Generalized Malaise,0.95,1
DIS_00234,Behçet Disease,SYM_00005,Chronic Fatigue,0.83,0
DIS_00234,Behçet Disease,SYM_00002,Low Grade Fever,0.71,0
DIS_00234,Behçet Disease,SYM_00009,Loss of Appetite,0.59,0
DIS_00235,Granulomatosis with Polyangiitis (Wegener),SYM_00010,Generalized Malaise,0.95,1
DIS_00235,Granulomatosis with Polyangiitis (Wegener),SYM_00005,Chronic Fatigue,0.83,0
DIS_00235,Granulomatosis with Polyangiitis (Wegener),SYM_00002,Low Grade Fever,0.71,0
DIS_00235,Granulomatosis with Polyangiitis (Wegener),SYM_00009,Loss of Appetite,0.59,0
DIS_00236,Microscopic Polyangiitis,SYM_00010,Generalized Malaise,0.95,1
DIS_00236,Microscopic Polyangiitis,SYM_00005,Chronic Fatigue,0.83,0
DIS_00236,Microscopic Polyangiitis,SYM_00002,Low Grade Fever,0.71,0
